open_time,open,high,low,close,volume,close_time,qav,num_trades,taker_base,taker_quote,ignore
2022-01-01 11:45:00,46946.36,46978.42,46756.77,46758.87,178.6427,1641038399999,8368901.58902620,6854,78.12431000,3659570.69072770,0
2022-01-01 12:00:00,46758.87,46992.6,46756.3,46990.62,132.00011,1641039299999,6183480.53970710,6866,69.82828000,3271191.08183360,0
2022-01-01 12:15:00,46990.14,47012.49,46884.87,46959.51,120.00104,1641040199999,5634598.42416330,6409,62.43880000,2931803.57754590,0
2022-01-01 12:30:00,46959.51,47150.48,46941.2,47008.32,222.54846,1641041099999,10471459.38985610,7194,123.16629000,5796288.70332600,0
2022-01-01 12:45:00,47008.32,47133.78,47007.01,47074.05,107.60048,1641041999999,5065848.67456650,5139,50.11654000,2359326.73946270,0
2022-01-01 13:00:00,47074.05,47150.0,47021.79,47141.5,105.86007,1641042899999,4985056.94992530,5996,54.92871000,2586692.07342350,0
2022-01-01 13:15:00,47141.51,47199.67,46983.01,47022.59,148.11585,1641043799999,6976144.72255080,6093,68.87246000,3244714.88218080,0
2022-01-01 13:30:00,47022.59,47095.48,46935.09,47067.11,107.3225,1641044699999,5046637.41022750,5790,51.85267000,2438489.43640280,0
2022-01-01 13:45:00,47067.1,47080.12,46967.91,47023.24,92.8457,1641045599999,4365584.37811290,5198,40.92394000,1924280.16900750,0
2022-01-01 14:00:00,47023.24,47066.89,46950.0,46969.74,103.67317,1641046499999,4873457.64063850,5650,39.96746000,1878757.63254300,0
2022-01-01 14:15:00,46969.73,47100.0,46967.54,47024.1,113.55795,1641047399999,5341804.17253120,5418,46.30329000,2178019.87980550,0
2022-01-01 14:30:00,47024.11,47031.9,46850.18,46904.67,124.59323,1641048299999,5846221.84987400,6631,64.19106000,3012006.19748940,0
2022-01-01 14:45:00,46904.67,46965.5,46877.04,46926.22,161.83785,1641049199999,7595366.84535340,5321,50.82692000,2385199.95832290,0
2022-01-01 15:00:00,46920.01,47009.74,46871.69,46953.79,121.57924,1641050099999,5708653.52304330,6895,64.03025000,3006836.49114100,0
2022-01-01 15:15:00,46953.79,47030.0,46920.8,47026.82,82.47188,1641050999999,3875025.22591070,5128,40.66316000,1910598.05647020,0
2022-01-01 15:30:00,47026.83,47491.14,46996.75,47342.13,861.85823,1641051899999,40762122.35624950,15212,489.25080000,23131918.10557340,0
2022-01-01 15:45:00,47342.12,47408.04,47117.09,47219.04,450.0437,1641052799999,21259442.60938960,10176,233.69304000,11039419.28233400,0
2022-01-01 16:00:00,47219.04,47461.29,47186.07,47428.34,320.37946,1641053699999,15165422.90040340,9876,164.95586000,7807731.62347810,0
2022-01-01 16:15:00,47428.34,47527.24,47342.42,47480.45,296.91076,1641054599999,14077645.53121420,9498,145.40116000,6894728.17827430,0
2022-01-01 16:30:00,47480.46,47497.19,47375.65,47421.77,219.15048,1641055499999,10394587.20188190,8522,94.09941000,4462696.64037720,0
2022-01-01 16:45:00,47421.78,47476.99,47253.4,47268.62,213.13849,1641056399999,10089490.60760450,8220,94.85877000,4490707.39760150,0
2022-01-01 17:00:00,47268.61,47369.0,47238.81,47246.04,149.26952,1641057299999,7061692.89187380,8191,73.27002000,3466584.38318510,0
2022-01-01 17:15:00,47246.04,47350.0,47241.28,47330.45,108.91746,1641058199999,5150338.72078160,7171,55.76222000,2636959.49192090,0
2022-01-01 17:30:00,47330.45,47900.0,47325.71,47846.04,697.35462,1641059099999,33247453.58885490,21486,385.31015000,18368735.70707890,0
2022-01-01 17:45:00,47846.03,47954.63,47672.01,47754.48,365.12417,1641059999999,17457895.45047520,13159,151.14684000,7226647.26027030,0
2022-01-01 18:00:00,47754.47,47844.97,47660.85,47742.16,226.83378,1641060899999,10831060.38536500,9602,110.56500000,5279255.49929670,0
2022-01-01 18:15:00,47742.16,47780.74,47601.01,47637.43,175.79179,1641061799999,8381571.06829000,7455,92.69994000,4419160.50007090,0
2022-01-01 18:30:00,47637.43,47658.64,47420.0,47468.81,290.65106,1641062699999,13812880.86655030,9395,138.26611000,6570832.10335190,0
2022-01-01 18:45:00,47468.81,47628.39,47430.0,47560.55,167.48362,1641063599999,7961278.26499630,7019,98.27464000,4671256.56470700,0
2022-01-01 19:00:00,47560.54,47611.84,47489.76,47508.6,160.7495,1641064499999,7644149.58133050,8273,73.55131000,3498008.91652400,0
2022-01-01 19:15:00,47508.61,47508.61,47338.53,47388.85,194.5852,1641065399999,9226425.40627720,9331,95.11996000,4510662.45884620,0
2022-01-01 19:30:00,47388.84,47414.27,47300.0,47321.34,319.37226,1641066299999,15120577.45107870,9728,163.83579000,7757113.48919190,0
2022-01-01 19:45:00,47321.34,47355.79,47292.72,47329.78,155.96464,1641067199999,7380341.63641550,7570,113.56296000,5373768.74013510,0
2022-01-01 20:00:00,47329.79,47358.21,47301.01,47322.14,132.7101,1641068099999,6281183.35358660,6313,95.79856000,4534124.55486190,0
2022-01-01 20:15:00,47322.15,47452.55,47250.18,47412.36,150.26913,1641068999999,7115267.44803690,6647,100.09631000,4740132.41124640,0
2022-01-01 20:30:00,47412.36,47559.03,47384.6,47393.79,228.2057,1641069899999,10834903.21398740,7689,118.24808000,5614272.28794750,0
2022-01-01 20:45:00,47393.78,47468.01,47347.01,47391.82,206.02299,1641070799999,9766601.12469210,6096,104.47348000,4952457.24058330,0
2022-01-01 21:00:00,47391.82,47573.05,47363.97,47509.55,277.01086,1641071699999,13140805.50891150,6863,211.05036000,10012585.11219280,0
2022-01-01 21:15:00,47509.55,47539.2,47340.0,47366.34,150.71611,1641072599999,7149356.37506460,5912,70.69313000,3353244.77616490,0
2022-01-01 21:30:00,47366.33,47491.03,47343.42,47445.58,229.45233,1641073499999,10882550.80287720,6859,101.92837000,4834004.94529740,0
2022-01-01 21:45:00,47445.59,47472.61,47268.79,47319.67,152.03997,1641074399999,7194485.93173440,6528,84.46455000,3996520.38907270,0
2022-01-01 22:00:00,47319.66,47370.0,47222.22,47262.69,167.09944,1641075299999,7904559.68966400,7893,86.93296000,4112146.61350540,0
2022-01-01 22:15:00,47262.7,47422.39,47255.0,47388.27,103.20575,1641076199999,4884933.03895580,6413,43.10191000,2039705.32414550,0
2022-01-01 22:30:00,47388.26,47489.83,47376.72,47448.29,105.17114,1641077099999,4989819.91210930,6831,54.31471000,2577009.32529010,0
2022-01-01 22:45:00,47448.29,47490.98,47369.75,47440.74,91.00228,1641077999999,4317340.89770090,5232,45.09490000,2139590.75311450,0
2022-01-01 23:00:00,47440.74,47455.29,47277.77,47334.34,126.07666,1641078899999,5971545.64202600,7650,57.75117000,2735020.56276390,0
2022-01-01 23:15:00,47334.33,47488.0,47328.24,47428.83,104.14312,1641079799999,4937933.05413930,6759,48.70891000,2309298.37423320,0
2022-01-01 23:30:00,47428.91,47585.93,47370.58,47498.17,118.01271,1641080699999,5606037.32701090,7401,66.04370000,3136976.08392300,0
2022-01-01 23:45:00,47498.17,47814.0,47492.69,47722.65,398.05705,1641081599999,18982912.50154490,10927,224.03265000,10683896.29972720,0
2022-01-02 00:00:00,47722.66,47750.0,47463.63,47517.62,294.05935,1641082499999,14004091.75597740,9837,141.79544000,6752542.09587570,0
2022-01-02 00:15:00,47517.63,47578.79,47381.12,47544.7,324.85868,1641083399999,15427777.18885210,8682,162.61344000,7724293.16725160,0
2022-01-02 00:30:00,47544.7,47699.39,47491.43,47638.95,266.9197,1641084299999,12709861.80531630,8173,125.08876000,5955309.78968790,0
2022-01-02 00:45:00,47641.55,47700.0,47575.69,47625.3,196.67044,1641085199999,9368817.91000820,6229,115.32043000,5493878.53441610,0
2022-01-02 01:00:00,47625.29,47641.83,47425.65,47442.34,138.49194,1641086099999,6580935.21428970,6430,54.31392000,2580783.35222240,0
2022-01-02 01:15:00,47442.34,47504.92,47412.89,47455.23,121.11451,1641086999999,5748746.82040360,6359,74.19052000,3521440.11682310,0
2022-01-02 01:30:00,47455.22,47485.23,47315.53,47388.64,116.61685,1641087899999,5527022.17330830,5980,61.69591000,2923968.26589950,0
2022-01-02 01:45:00,47388.64,47404.17,47315.38,47377.97,89.5303,1641088799999,4239502.27464840,5624,42.19889000,1998315.05846480,0
2022-01-02 02:00:00,47377.97,47438.08,47325.81,47436.78,99.5594,1641089699999,4718198.78156040,6598,53.67455000,2543821.57307360,0
2022-01-02 02:15:00,47438.08,47449.56,47310.0,47326.09,110.00959,1641090599999,5212784.99897050,6285,46.94998000,2224828.74500990,0
2022-01-02 02:30:00,47326.08,47439.21,47275.5,47370.41,151.72986,1641091499999,7183460.69295960,6613,74.25021000,3515686.89674260,0
2022-01-02 02:45:00,47370.4,47427.86,47357.06,47370.5,91.0936,1641092399999,4316761.30095000,6017,40.92999000,1939615.95595930,0
2022-01-02 03:00:00,47370.49,47393.45,47283.33,47295.8,83.40265,1641093299999,3950269.74432260,5014,42.78174000,2026503.17769260,0
2022-01-02 03:15:00,47295.81,47389.48,47269.47,47382.71,90.12151,1641094199999,4265277.23017390,4542,44.76239000,2118591.02617150,0
2022-01-02 03:30:00,47382.71,47467.11,47373.94,47406.18,93.06283,1641095099999,4413055.55614030,4376,49.38627000,2341888.49172430,0
2022-01-02 03:45:00,47406.18,47415.0,47282.82,47329.47,120.66603,1641095999999,5709720.79373860,5054,46.70739000,2210298.73683720,0
2022-01-02 04:00:00,47329.47,47415.73,47294.29,47381.63,117.25266,1641096899999,5552818.45407520,6137,45.12513000,2137206.66625990,0
2022-01-02 04:15:00,47381.64,47382.48,47289.0,47305.86,91.68911,1641097799999,4338291.77060230,4352,37.55330000,1776794.37944800,0
2022-01-02 04:30:00,47305.87,47387.95,47112.66,47159.47,366.01707,1641098699999,17289535.98216590,8434,189.70368000,8963415.75681370,0
2022-01-02 04:45:00,47159.47,47168.14,46770.23,46910.3,684.72936,1641099599999,32133719.65901840,17300,313.55388000,14713255.17295530,0
2022-01-02 05:00:00,46910.3,47006.4,46832.08,46882.49,238.54018,1641100499999,11191299.89450310,7821,106.94090000,5017775.40025420,0
2022-01-02 05:15:00,46882.49,46964.58,46850.0,46945.27,135.97,1641101399999,6379966.08260870,5122,69.10364000,3242452.22027060,0
2022-01-02 05:30:00,46945.26,47071.32,46938.38,46969.69,138.54659,1641102299999,6511570.20562010,5251,75.51709000,3548961.83149670,0
2022-01-02 05:45:00,46968.65,47089.63,46912.95,47081.28,173.147,1641103199999,8140074.52850910,5860,105.27768000,4948982.98773750,0
2022-01-02 06:00:00,47081.28,47159.99,47011.24,47035.39,137.59054,1641104099999,6474870.05105030,5285,82.98619000,3905363.08205920,0
2022-01-02 06:15:00,47035.38,47200.0,47028.21,47106.8,112.5642,1641104999999,5305253.98711610,5187,55.90512000,2634786.99473500,0
2022-01-02 06:30:00,47106.8,47236.66,47059.02,47184.84,209.5039,1641105899999,9878181.07027130,5485,128.46220000,6057691.38008770,0
2022-01-02 06:45:00,47184.84,47244.0,47113.22,47122.61,68.54333,1641106799999,3234029.01200330,3822,31.66485000,1494145.67458270,0
2022-01-02 07:00:00,47122.6,47182.58,47087.62,47135.88,133.33295,1641107699999,6285286.69550390,5077,68.09475000,3209887.52089400,0
2022-01-02 07:15:00,47135.88,47211.55,47133.0,47181.44,74.7017,1641108599999,3524613.48965340,4356,35.07906000,1655118.94344370,0
2022-01-02 07:30:00,47181.45,47300.0,47162.4,47178.61,192.91864,1641109499999,9112165.07098220,5892,100.35567000,4740209.17643550,0
2022-01-02 07:45:00,47174.19,47196.61,47090.18,47173.45,143.42104,1641110399999,6762017.88914480,5377,58.84694000,2774572.02873540,0
2022-01-02 08:00:00,47173.44,47178.95,46970.05,47060.74,173.36588,1641111299999,8157844.34064650,7846,74.62121000,3512003.37215530,0
2022-01-02 08:15:00,47060.74,47227.28,47048.98,47161.77,132.80846,1641112199999,6261972.94260850,6116,59.59632000,2809730.23866170,0
2022-01-02 08:30:00,47161.76,47192.31,47054.02,47161.01,135.76562,1641113099999,6398770.10658880,7221,58.42465000,2753543.39275200,0
2022-01-02 08:45:00,47161.01,47247.12,47141.77,47222.4,136.34607,1641113999999,6436352.40723440,7207,67.60259000,3191167.63253240,0
2022-01-02 09:00:00,47222.4,47236.89,47144.12,47215.05,124.6597,1641114899999,5883533.38361490,6387,56.93337000,2686901.96218410,0
2022-01-02 09:15:00,47215.05,47499.45,47177.94,47338.85,364.93981,1641115799999,17286834.01558350,10924,206.71672000,9790346.82222160,0
2022-01-02 09:30:00,47338.85,47391.32,47324.13,47380.0,194.74197,1641116699999,9222179.83708290,7234,96.81322000,4584752.80410950,0
2022-01-02 09:45:00,47380.01,47381.54,47250.11,47273.24,108.1022,1641117599999,5115564.04505050,5854,44.33706000,2097873.52432900,0
2022-01-02 10:00:00,47273.23,47348.34,47251.57,47348.33,89.38218,1641118499999,4228048.77716600,5427,49.08897000,2322060.26682150,0
2022-01-02 10:15:00,47348.34,47348.34,47251.01,47272.23,83.14342,1641119399999,3931731.58286590,5145,41.26698000,1951366.08893590,0
2022-01-02 10:30:00,47272.23,47322.07,47216.33,47265.0,89.74125,1641120299999,4241200.56460740,5163,46.51723000,2198305.53828380,0
2022-01-02 10:45:00,47265.0,47275.03,47140.3,47188.89,127.82216,1641121199999,6036680.88453920,5883,59.47945000,2809254.50276210,0
2022-01-02 11:00:00,47188.88,47283.01,47159.57,47272.11,98.53149,1641122099999,4654374.13645920,5605,57.50016000,2716338.46131180,0
2022-01-02 11:15:00,47272.11,47333.33,47252.62,47310.0,82.65229,1641122999999,3909601.00385760,5170,46.36239000,2193113.64203670,0
2022-01-02 11:30:00,47309.99,47400.0,47258.02,47261.36,101.30307,1641123899999,4794344.98397180,5547,51.62923000,2443647.09878100,0
2022-01-02 11:45:00,47261.36,47263.47,47195.0,47235.5,76.54308,1641124799999,3614833.52947070,5152,33.38404000,1576589.69910630,0
2022-01-02 12:00:00,47238.89,47253.19,47013.5,47108.37,267.15818,1641125699999,12589739.05764550,10219,111.68106000,5262153.93880780,0
2022-01-02 12:15:00,47108.38,47193.02,47080.02,47156.25,134.16166,1641126599999,6323565.83733860,6771,65.28676000,3077598.59001010,0
2022-01-02 12:30:00,47156.24,47447.0,47137.85,47310.45,244.59474,1641127499999,11574164.76202510,8673,112.48053000,5321508.54969350,0
2022-01-02 12:45:00,47310.45,47374.28,47274.72,47292.95,152.14315,1641128399999,7200320.23414360,6584,72.31911000,3422668.23235540,0
2022-01-02 13:00:00,47289.67,47300.86,47130.0,47130.61,131.3353,1641129299999,6203928.82684470,6456,66.71398000,3151054.80577350,0
2022-01-02 13:15:00,47130.0,47255.3,47093.95,47248.78,204.91976,1641130199999,9660777.20429940,6754,125.68879000,5925004.67658800,0
2022-01-02 13:30:00,47248.78,47251.48,47135.01,47178.85,120.80715,1641131099999,5698271.61102030,5615,61.16262000,2884695.73214660,0
2022-01-02 13:45:00,47178.87,47179.78,47090.0,47137.35,123.379,1641131999999,5816378.94691030,6981,59.32824000,2796959.86308090,0
2022-01-02 14:00:00,47137.35,47191.07,47100.0,47175.0,152.00904,1641132899999,7166419.46491700,8309,79.28873000,3737726.45408560,0
2022-01-02 14:15:00,47174.99,47202.39,47020.0,47056.24,220.68957,1641133799999,10395449.98719410,9010,112.64223000,5306730.97235550,0
2022-01-02 14:30:00,47056.24,47170.0,47055.26,47140.98,127.91204,1641134699999,6027478.99639790,6974,75.40384000,3553158.64111590,0
2022-01-02 14:45:00,47140.98,47163.13,47093.61,47112.55,117.05546,1641135599999,5516583.49296210,7617,61.70554000,2907947.14554460,0
2022-01-02 15:00:00,47112.54,47336.64,47071.27,47287.14,207.92148,1641136499999,9807361.65202340,10306,107.69239000,5080960.63142050,0
2022-01-02 15:15:00,47287.13,47320.24,47179.01,47185.97,180.3329,1641137399999,8520828.56966450,8449,87.48559000,4133863.75636460,0
2022-01-02 15:30:00,47185.97,47213.93,47105.13,47203.88,170.65358,1641138299999,8047873.20235310,7484,68.99173000,3253492.10336970,0
2022-01-02 15:45:00,47203.87,47390.0,47202.52,47340.47,225.25573,1641139199999,10658305.62175830,9046,133.14652000,6299967.72677660,0
2022-01-02 16:00:00,47340.47,47486.61,47273.64,47431.11,298.39696,1641140099999,14137573.25825920,9578,178.93078000,8477651.01399280,0
2022-01-02 16:15:00,47431.11,47473.59,47356.94,47419.57,147.42647,1641140999999,6990765.70054670,7497,59.95373000,2843059.28605440,0
2022-01-02 16:30:00,47420.64,47664.95,47419.57,47546.55,373.52978,1641141899999,17766129.46444680,12874,215.10381000,10229821.99003740,0
2022-01-02 16:45:00,47546.5,47886.0,47546.5,47792.3,548.21629,1641142799999,26164573.14705240,16503,335.73264000,16022105.37044800,0
2022-01-02 17:00:00,47792.29,47990.0,47520.89,47549.71,692.67062,1641143699999,33108411.52546000,20831,331.55646000,15851320.62272850,0
2022-01-02 17:15:00,47549.71,47694.0,47482.57,47646.39,258.30986,1641144599999,12286857.39164140,10086,121.85061000,5796410.63672900,0
2022-01-02 17:30:00,47646.39,47671.7,47514.24,47590.98,164.72832,1641145499999,7839745.56117050,7624,61.28090000,2916143.95320560,0
2022-01-02 17:45:00,47590.98,47600.0,47317.46,47401.14,324.88357,1641146399999,15407912.78747870,11113,145.90149000,6918883.84793270,0
2022-01-02 18:00:00,47401.14,47401.14,47221.2,47254.01,334.15265,1641147299999,15803824.73213000,10555,168.94396000,7990373.09758280,0
2022-01-02 18:15:00,47254.01,47299.92,46856.28,46949.01,573.46339,1641148199999,26994968.74371120,16112,227.37990000,10706192.85076960,0
2022-01-02 18:30:00,46949.02,47007.87,46654.0,46909.07,677.51064,1641149099999,31723146.62668510,19015,357.49185000,16740301.38561200,0
2022-01-02 18:45:00,46909.06,47082.3,46866.14,47058.12,267.21131,1641149999999,12552248.06043770,8899,147.28088000,6918994.77417160,0
2022-01-02 19:00:00,47056.43,47217.1,46965.39,47065.19,335.77038,1641150899999,15811625.25479700,10161,167.93170000,7908596.62704230,0
2022-01-02 19:15:00,47065.19,47114.72,46854.01,46915.69,280.55964,1641151799999,13169353.72640800,7889,119.23991000,5597710.29574250,0
2022-01-02 19:30:00,46915.69,47006.7,46851.51,46942.1,205.02034,1641152699999,9623303.04489880,7272,90.93081000,4267783.46036990,0
2022-01-02 19:45:00,46942.09,46987.89,46900.38,46907.68,116.03571,1641153599999,5446150.67481300,5961,58.58087000,2749471.44561180,0
2022-01-02 20:00:00,46907.67,47050.0,46815.17,47035.48,261.56729,1641154499999,12275108.46988780,9474,108.94996000,5112965.83365480,0
2022-01-02 20:15:00,47035.47,47050.0,46951.51,47033.17,109.28714,1641155399999,5136523.95753650,5507,56.39250000,2650424.40317640,0
2022-01-02 20:30:00,47033.18,47033.19,46899.46,46956.18,109.21628,1641156299999,5125256.65226830,5678,39.63182000,1859988.77590450,0
2022-01-02 20:45:00,46956.18,47035.0,46920.0,47007.14,90.15186,1641157199999,4236822.63344370,4678,44.05655000,2070479.32714950,0
2022-01-02 21:00:00,47007.14,47187.98,46913.27,47156.46,160.74984,1641158099999,7558009.86635310,7485,80.86569000,3802092.58050220,0
2022-01-02 21:15:00,47156.45,47159.3,47038.24,47060.0,83.38568,1641158999999,3927129.87813050,5189,42.77088000,2014253.34606210,0
2022-01-02 21:30:00,47060.0,47162.83,47050.94,47063.55,100.82494,1641159899999,4748339.03423040,4629,51.73625000,2436464.47567760,0
2022-01-02 21:45:00,47063.54,47063.55,46990.0,47018.03,87.63522,1641160799999,4119736.22306730,4408,41.21286000,1937394.03940440,0
2022-01-02 22:00:00,47017.98,47195.0,47014.84,47191.32,124.08847,1641161699999,5845827.44756400,5562,58.25133000,2744456.22302170,0
2022-01-02 22:15:00,47191.31,47191.32,47108.52,47156.3,99.06626,1641162599999,4670977.77334410,5167,57.05643000,2690298.47515090,0
2022-01-02 22:30:00,47155.98,47398.99,47155.31,47380.98,371.53311,1641163499999,17570496.75321240,11309,253.96848000,12009166.21552620,0
2022-01-02 22:45:00,47380.98,47380.99,47230.0,47255.38,89.03412,1641164399999,4210790.85905230,4875,35.97382000,1701290.97133200,0
2022-01-02 23:00:00,47255.39,47428.52,47255.38,47316.86,190.19099,1641165299999,9004320.01107030,7407,97.18393000,4600956.41662090,0
2022-01-02 23:15:00,47316.86,47405.01,47266.6,47394.62,254.05109,1641166199999,12024133.18971340,6171,139.68408000,6610615.87011220,0
2022-01-02 23:30:00,47394.62,47469.34,47303.97,47346.04,181.2578,1641167099999,8590795.37736250,5633,84.41793000,4000796.30233460,0
2022-01-02 23:45:00,47346.04,47383.8,47283.71,47286.18,123.98148,1641167999999,5868845.64389140,4782,54.10557000,2561057.30175100,0
2022-01-03 00:00:00,47286.18,47289.11,47139.19,47139.19,265.91351,1641168899999,12556495.00790480,9719,143.32381000,6767889.63094790,0
2022-01-03 00:15:00,47139.2,47252.77,47139.19,47174.43,170.25227,1641169799999,8034730.10465580,7277,84.61652000,3993450.78098450,0
2022-01-03 00:30:00,47174.44,47181.31,47062.11,47150.01,166.62155,1641170699999,7849733.13940030,6520,89.49662000,4216187.61791890,0
2022-01-03 00:45:00,47150.02,47211.46,47050.0,47050.08,131.33061,1641171599999,6190466.23387720,5516,63.75740000,3005665.01663820,0
